run_index,run_purpose,dataset,model,attack_type,attack_specific,repeat,prompt,output,source,likely_cause,affected_asset,recommendation,risk_score,format_all_fields_present,latency_sec,prompt_tokens,completion_tokens,error,timestamp
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,phi4-mini,address scan,1,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.13
IP Destination: 192.168.0.1
MAC Source: 2a:38:83:ac:ac:68
MAC Destination: 2a:38:83:ac:ac:68
Protocol: MODBUS
Modbus Function Code: 24 (not a standard Modbus function code - may indicate function code scanning/fuzzing)
Modbus PDU: 0x00080000000100020003
Packet flow rate (last 4s window): 107.5 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 4.4x
","Source: 192.168.0.13 (internal)
Likely Cause: Function code scanning/fuzzing due to non-standard Modbus function code
Affected Asset: 192.168.0.1 (potential Modbus TCP server)
Recommendation: Investigate and isolate the source device, update Modbus function codes, and monitor for further anomalies
Risk Score: 7/10",192.168.0.13 (internal),Function code scanning/fuzzing due to non-standard Modbus function code,192.168.0.1 (potential Modbus TCP server),"Investigate and isolate the source device, update Modbus function codes, and monitor for further anomalies",7.0,True,178.9,280.0,80.0,,2026-09-06T22:07:57
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,phi4-mini,function code scan,2,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.21
IP Destination: 192.168.0.1
MAC Source: 2a:38:83:ac:ac:68
MAC Destination: 2a:38:83:ac:ac:68
Protocol: MODBUS
Modbus Function Code: 40 (not a standard Modbus function code - may indicate function code scanning/fuzzing)
Modbus PDU: 0x
Packet flow rate (last 4s window): 189.25 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 7.7x
","Source: 192.168.0.21 (internal)
Likely Cause: Potential internal reconnaissance or scanning activity due to unusual packet rate
Affected Asset: 192.168.0.1 (Modbus Master Device)
Recommendation: Investigate and monitor the internal source IP for unusual activity; consider isolating the device if necessary
Risk Score: 6/10",192.168.0.21 (internal),Potential internal reconnaissance or scanning activity due to unusual packet rate,192.168.0.1 (Modbus Master Device),Investigate and monitor the internal source IP for unusual activity; consider isolating the device if necessary,6.0,True,136.17,273.0,76.0,,2026-09-06T22:10:13
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,phi4-mini,device identification attack,3,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.1
IP Destination: 192.168.0.13
MAC Source: 8a:35:2d:61:c0:1a
MAC Destination: ce:de:28:88:0d:e2
Protocol: MODBUS
Modbus Function Code: 43 (Read Device Identification / Encapsulated Interface Transport)
Modbus PDU: 0x0e0200
Packet flow rate (last 4s window): 38.75 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 1.6x
","Source: 192.168.0.1 (internal)
Likely Cause: Unusually high packet rate indicating potential scanning or reconnaissance activity.
Affected Asset: 192.168.0.13
Recommendation: Investigate and monitor the source IP for suspicious activity; consider blocking if necessary.
Risk Score: 7/10",192.168.0.1 (internal),Unusually high packet rate indicating potential scanning or reconnaissance activity.,192.168.0.13,Investigate and monitor the source IP for suspicious activity; consider blocking if necessary.,7.0,True,125.58,271.0,67.0,,2026-09-06T22:12:18
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,phi4-mini,naive sensor read,4,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.1
IP Destination: 192.168.0.11
MAC Source: 8a:35:2d:61:c0:1a
MAC Destination: ce:de:28:88:0d:e2
Protocol: MODBUS
Modbus Function Code: 1 (Read Coils)
Modbus PDU: 0x00007d0
Packet flow rate (last 4s window): 29.25 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 1.2x
","Source: 192.168.0.1 (internal)
Likely Cause: Unusual increase in packet rate indicating potential scan or reconnaissance activity
Affected Asset: 192.168.0.11
Recommendation: Monitor the traffic and investigate the source IP for suspicious activity
Risk Score: 6/10",192.168.0.1 (internal),Unusual increase in packet rate indicating potential scan or reconnaissance activity,192.168.0.11,Monitor the traffic and investigate the source IP for suspicious activity,6.0,True,92.36,265.0,64.0,,2026-09-06T22:13:51
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,phi4-mini,sporadic sensor measurement injection,5,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.11
IP Destination: 192.168.0.1
MAC Source: 0e:a6:9d:0b:1c:dd
MAC Destination: 72:c1:f6:01:3c:39
Protocol: MODBUS
Modbus Function Code: 6 (Write Single Register)
Modbus PDU: 0x001463b7
Packet flow rate (last 4s window): 43.5 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 1.8x
","Source: 192.168.0.11 (internal)
Likely Cause: Unusually high packet rate indicating potential DoS attack or misconfiguration
Affected Asset: 192.168.0.1 (Modbus Master)
Recommendation: Investigate and mitigate the source of the high traffic, consider increasing security measures
Risk Score: 7/10",192.168.0.11 (internal),Unusually high packet rate indicating potential DoS attack or misconfiguration,192.168.0.1 (Modbus Master),"Investigate and mitigate the source of the high traffic, consider increasing security measures",7.0,True,125.39,267.0,73.0,,2026-09-06T22:15:56
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,phi4-mini,force listen mode,6,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.1
IP Destination: 192.168.0.13
MAC Source: 8e:b9:e5:ed:39:6d
MAC Destination: 4a:05:3d:6f:9c:d3
Protocol: MODBUS
Modbus Function Code: 8 (not a standard Modbus function code - may indicate function code scanning/fuzzing)
Modbus PDU: 0x0000
Packet flow rate (last 4s window): 31.0 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 1.3x
","Source: 192.168.0.1 (internal)
Likely Cause: Unusual high packet rate and non-standard function code may indicate a scanning or fuzzing attack.
Affected Asset: 192.168.0.13
Recommendation: Increase monitoring and possibly block the source IP address until further investigation.
Risk Score: 7/10",192.168.0.1 (internal),Unusual high packet rate and non-standard function code may indicate a scanning or fuzzing attack.,192.168.0.13,Increase monitoring and possibly block the source IP address until further investigation.,7.0,True,118.22,279.0,71.0,,2026-09-06T22:17:54
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,phi4-mini,restart communication,7,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.21
IP Destination: 192.168.0.1
MAC Source: 06:86:aa:54:38:27
MAC Destination: 12:43:ec:e5:ed:ad
Protocol: MODBUS
Modbus Function Code: 8 (not a standard Modbus function code - may indicate function code scanning/fuzzing)
Modbus PDU: 0x
Packet flow rate (last 4s window): 26.0 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 1.1x
","Source: 06:86:aa:54:38:27 (internal)
Likely Cause: Non-standard Modbus function code usage suggesting potential function code scanning or fuzzing
Affected Asset: 12:43:ec:e5:ed:ad (Modbus TCP server)
Recommendation: Investigate and monitor the internal device for malicious activity; consider isolating it if suspicious behavior continues
Risk Score: 7/10",06:86:aa:54:38:27 (internal),Non-standard Modbus function code usage suggesting potential function code scanning or fuzzing,12:43:ec:e5:ed:ad (Modbus TCP server),Investigate and monitor the internal device for malicious activity; consider isolating it if suspicious behavior continues,7.0,True,162.78,271.0,88.0,,2026-09-06T22:20:37
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,phi4-mini,data flood attack,8,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.1
IP Destination: 192.168.0.12
MAC Source: f2:e9:cf:38:cb:7c
MAC Destination: f2:e9:cf:38:cb:7c
Protocol: MODBUS
Modbus Function Code: 4 (Read Input Registers)
Modbus PDU: 0x00630009
Packet flow rate (last 4s window): 10588.25 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 432.3x
","Source: f2:e9:cf:38:cb:7c (internal)
Likely Cause: Unusually high packet rate indicating a potential scan or DoS attack
Affected Asset: 192.168.0.12 (unknown device)
Recommendation: Isolate the device at 192.168.0.12 and increase monitoring on internal devices
Risk Score: 9/10",f2:e9:cf:38:cb:7c (internal),Unusually high packet rate indicating a potential scan or DoS attack,192.168.0.12 (unknown device),Isolate the device at 192.168.0.12 and increase monitoring on internal devices,9.0,True,136.54,264.0,81.0,,2026-09-06T22:22:54
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,qwen3:4b,address scan,1,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.13
IP Destination: 192.168.0.1
MAC Source: 2a:38:83:ac:ac:68
MAC Destination: 2a:38:83:ac:ac:68
Protocol: MODBUS
Modbus Function Code: 24 (not a standard Modbus function code - may indicate function code scanning/fuzzing)
Modbus PDU: 0x00080000000100020003
Packet flow rate (last 4s window): 107.5 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 4.4x
",,,,,,,False,600.1,,,"HTTPConnectionPool(host='localhost', port=11435): Read timed out. (read timeout=600)",2026-09-06T22:32:54
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,qwen3:4b,function code scan,2,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.21
IP Destination: 192.168.0.1
MAC Source: 2a:38:83:ac:ac:68
MAC Destination: 2a:38:83:ac:ac:68
Protocol: MODBUS
Modbus Function Code: 40 (not a standard Modbus function code - may indicate function code scanning/fuzzing)
Modbus PDU: 0x
Packet flow rate (last 4s window): 189.25 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 7.7x
",,,,,,,False,600.1,,,"HTTPConnectionPool(host='localhost', port=11435): Read timed out. (read timeout=600)",2026-09-06T22:42:54
